Fiyat,Lokasyon,Link,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt / Net M2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Krediye Uygunlu...,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Cephe,Takas,Kira Getirisi,Aidat,Yetkili Ofis,Site İçerisinde,Krediye Uygunluk,Depozito,Vs30
70.000.000 TL,İstanbul - Beşiktaş - Ortaköy Mah.,https://www.hepsiemlak.com/istanbul-besiktas-ortakoy-satilik/villa/139699-209,139699-209,21-10-2025,Satılık,Villa,,10 + 0,2.0,500 m2  / 450 m2,5 Katlı,Bahçe Katı,16 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Güney, Doğu",Hayır,,,,,Uygun,,600
5.975.000 TL,İstanbul - Maltepe - İdealtepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-satilik/daire/159125-54,159125-54,21-10-2025,Satılık,Daire,,1 + 1,1.0,60 m2  / 50 m2,4 Katlı,Giriş Katı,5 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,350 TL,,,Uygun,,700
9.300.000 TL,İstanbul - Kağıthane - Emniyet Evleri Mah.,https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-satilik/residence/81240-12265,81240-12265,21-10-2025,Satılık,Residence,,2 + 1,1.0,110 m2  / 75 m2,17 Katlı,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,,,Asistanbull Residence,Uygun,,750
3.000.000 TL,İstanbul - Büyükçekmece - Dizdariye Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-dizdariye-satilik/daire/81716-242,81716-242,20-10-2025,Satılık,Daire,,2 + 1,1.0,100 m2  / 95 m2,5 Katlı,3. Kat,21 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Kuzey, Batı",Hayır,,200 TL,,,Uygun,,250
3.250.000 TL,İstanbul - Sultangazi - Yunus Emre Mah.,https://www.hepsiemlak.com/istanbul-sultangazi-yunus-emre-satilik/daire/139966-1089,139966-1089,22-10-2025,Satılık,Daire,,2 + 1,1.0,95 m2  / 90 m2,5 Katlı,Bahçe Katı,15 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,,,Sıfır,Mülk Sahibi,Güney,,,,Evet,,Uygun,,400
2.900.000 TL,İstanbul - Bağcılar - Kemalpaşa Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-kemalpasa-satilik/daire/85342-1049,85342-1049,20-10-2025,Satılık,Daire,,2 + 1,1.0,80 m2  / 70 m2,4 Katlı,3. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu",Hayır,,,,,Uygun,,700
5.300.000 TL,İstanbul - Arnavutköy - Anadolu Mah.,https://www.hepsiemlak.com/istanbul-arnavutkoy-anadolu-satilik/daire/123997-285,123997-285,20-10-2025,Satılık,Daire,,3 + 2,2.0,170 m2  / 155 m2,4 Katlı,3. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,Güney,Evet,,,,,Uygun,,550
5.750.000 TL,İstanbul - Kartal - Orhantepe Mah.,https://www.hepsiemlak.com/istanbul-kartal-orhantepe-satilik/daire/145663-58,145663-58,19-10-2025,Satılık,Daire,,3 + 1,1.0,125 m2  / 110 m2,7 Katlı,2. Kat,21 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Kiracılı,"Güney, Doğu, Batı",Hayır,,500 TL,,,Uygun,,500
2.990.000 TL,İstanbul - Küçükçekmece - İstasyon Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-istasyon-satilik/daire/70445-1383,70445-1383,19-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 80 m2,4 Katlı,Bahçe Katı,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Doğu,Hayır,,,,,Uygun,,300
7.000.000 TL,İstanbul - Beykoz - Ortaçeşme Mah.,https://www.hepsiemlak.com/istanbul-beykoz-ortacesme-satilik/mustakil-ev/139549-323,139549-323,18-10-2025,Satılık,Müstakil Ev,,3 + 1,1.0,130 m2  / 110 m2,1 Katlı,Bahçe Katı,31 Yaşında,Kombi,,,Hisseli Tapu,Eşyalı Değil,,,Boş,"Kuzey, Doğu",Hayır,,,,,Uygun değil,,700
6.600.000 TL,İstanbul - Kağıthane - Talatpaşa Mah.,https://www.hepsiemlak.com/istanbul-kagithane-talatpasa-satilik/daire/118437-278,118437-278,19-10-2025,Satılık,Daire,,2 + 1,1.0,85 m2  / 70 m2,15 Katlı,15. Kat,4 Yaşında,Merkezi (Pay Ölçer),,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,Güney,Hayır,,2.000 TL,,Baylassın Prime Residence,Uygun,,450
10.000.000 TL,İstanbul - Sarıyer - Bahçeköy Yeni Mah.,https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-yeni-satilik/daire/145309-740,145309-740,22-10-2025,Satılık,Daire,Daire,3 + 1,1.0,175 m2  / 150 m2,8 Katlı,4. Kat,25 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,,,,,,Uygun değil,,800
4.500.000 TL,İstanbul - Maltepe - Zümrütevler Mah.,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-satilik/daire/46589-3537,46589-3537,20-10-2025,Satılık,Daire,,2 + 1,1.0,85 m2  / 75 m2,4 Katlı,Yüksek Giriş,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,250 TL,,,Uygun,,600
42.500.000 TL,İstanbul - Beyoğlu - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-satilik/bina/104642-2821,104642-2821,16-10-2025,Satılık,Bina,,5 + 4,4.0,250 m2  / 200 m2,4 Katlı,,100 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,,Kagir,İkinci El,Boş,"Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,700
35.000.000 TL,İstanbul - Arnavutköy - Durusu Mah.,https://www.hepsiemlak.com/istanbul-arnavutkoy-durusu-satilik/villa/2608-6783,2608-6783,16-10-2025,Satılık,Villa,Tripleks,7 + 2,4.0,320 m2  / 302 m2,3 Katlı,,Sıfır Bina,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,550
7.500.000 TL,İstanbul - Şişli - Fulya Mah.,https://www.hepsiemlak.com/istanbul-sisli-fulya-satilik/daire/1625-9672,1625-9672,17-10-2025,Satılık,Daire,Daire,3 + 1,2.0,112 m2  / 91 m2,4 Katlı,Kot 1,31 Yaşında,Kombi,Doğalgaz,,Hisseli Tapu,,Kagir,İkinci El,Kiracılı,"Kuzey, Batı",Hayır,,,Evet,,Uygun değil,,800
1.950.000 TL,İstanbul - Esenyurt - Mehmet Akif Ersoy Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-satilik/daire/136233-518,136233-518,19-10-2025,Satılık,Daire,,2 + 1,1.0,130 m2  / 100 m2,3 Katlı,Bahçe Katı,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Evet,,,,,Uygun,,200
25.450.000 TL,İstanbul - Kadıköy - Caddebostan Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/148539-82,148539-82,20-10-2025,Satılık,Daire,,3 + 1,2.0,120 m2  / 98 m2,9 Katlı,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,750
3.750.000 TL,İstanbul - Sultangazi - Sultançiftliği Mah.,https://www.hepsiemlak.com/istanbul-sultangazi-sultanciftligi-satilik/daire/128706-1108,128706-1108,22-10-2025,Satılık,Daire,Daire,3 + 1,1.0,130 m2  / 120 m2,5 Katlı,4. Kat,25 Yaşında,Kombi,Doğalgaz,,Hisseli Tapu,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,25.000 TL,1 TL,Evet,,Uygun değil,,350
3.250.000 TL,İstanbul - Gaziosmanpaşa - Yıldıztabya Mah.,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-yildiztabya-satilik/daire/150653-78,150653-78,22-10-2025,Satılık,Daire,,2 + 1,1.0,75 m2  / 65 m2,7 Katlı,Yüksek Giriş,15 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,,Betonarme,İkinci El,,,,,,,,Uygun,,680
3.400.000 TL,İstanbul - Fatih - Saraç İshak Mah.,https://www.hepsiemlak.com/istanbul-fatih-sarac-ishak-satilik/daire/162951-23,162951-23,16-10-2025,Satılık,Daire,,2 + 1,1.0,75 m2  / 70 m2,6 Katlı,5. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu",Evet,,,,,Uygun,,300
2.950.000 TL,İstanbul - Esenyurt - İnönü Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-inonu-satilik/daire/135400-219,135400-219,21-10-2025,Satılık,Daire,,2 + 1,1.0,110 m2  / 85 m2,4 Katlı,1. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Mülk Sahibi,Güney,Hayır,,250 TL,,,Uygun değil,,200
19.240.000 TL,İstanbul - Ataşehir - Atatürk Mah.,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-satilik/daire/13402-103011,13402-103011,22-10-2025,Satılık,Daire,,3 + 1,2.0,160 m2  / 138 m2,13 Katlı,1. Kat,25 Yaşında,Merkezi (Pay Ölçer),,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,,Hayır,,,Evet,Mercan Sitesi,Uygun,,700
5.250.000 TL,İstanbul - Bağcılar - Yıldıztepe Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-yildiztepe-satilik/daire/146112-274,146112-274,17-10-2025,Satılık,Daire,,3 + 2,2.0,160 m2  / 150 m2,3 Katlı,3. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Güney",Hayır,,,,,Uygun,,200
3.700.000 TL,İstanbul - Küçükçekmece - Kanarya Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-kanarya-satilik/daire/152394-12,152394-12,16-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 70 m2,4 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,Hayır,25 TL,250 TL,Evet,,Uygun,,350
5.950.000 TL,İstanbul - Kağıthane - Gültepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-gultepe-satilik/daire/159712-37,159712-37,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 70 m2,5 Katlı,3. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,700
4.250.000 TL,İstanbul - Gaziosmanpaşa - Şemsipaşa Mah.,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-semsipasa-satilik/daire/153377-87,153377-87,18-10-2025,Satılık,Daire,Daire,2 + 1,1.0,115 m2  / 90 m2,5 Katlı,Yüksek Giriş,16 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,,Hayır,28.000 TL,,Evet,,Uygun,,650
13.500.000 TL,İstanbul - Kadıköy - Merdivenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-satilik/daire/23474-34325,23474-34325,20-10-2025,Satılık,Daire,,2 + 1,1.0,100 m2  / 85 m2,7 Katlı,7. Kat,4 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun,,750
7.350.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/19884-112,19884-112,21-10-2025,Satılık,Daire,,5 + 1,2.0,205 m2  / 200 m2,3 Katlı,3. Kat,5 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,120 TL,,,Uygun,,200
11.500.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/38443-4168,38443-4168,18-10-2025,Satılık,Daire,,2 + 1,1.0,120 m2  / 90 m2,3 Katlı,2. Kat,31 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Batı",Hayır,,,,,Uygun,,700
5.395.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/129657-546,129657-546,18-10-2025,Satılık,Daire,Daire,2 + 1,2.0,115 m2  / 100 m2,5 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Batı",Hayır,35.000 TL,1 TL,Evet,,Uygun,,200
4.600.000 TL,İstanbul - Avcılar - Gümüşpala Mah.,https://www.hepsiemlak.com/istanbul-avcilar-gumuspala-satilik/daire/161625-6,161625-6,21-10-2025,Satılık,Daire,Çatı Dubleksi,5 + 2,2.0,165 m2  / 155 m2,5 Katlı,En Üst Kat,33 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Mülk Sahibi,,Hayır,,,Evet,,Uygun,,220
15.000.000 TL,İstanbul - Beşiktaş - Balmumcu Mah.,https://www.hepsiemlak.com/istanbul-besiktas-balmumcu-satilik/daire/155452-30,155452-30,23-10-2025,Satılık,Daire,Daire,4 + 1,2.0,170 m2  / 129 m2,4 Katlı,2. Kat,30 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,,150 TL,Evet,,Uygun,,810
10.500.000 TL,İstanbul - Bağcılar - Merkez Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-merkez-satilik/daire/146794-156,146794-156,22-10-2025,Satılık,Daire,Daire,3 + 1,1.0,130 m2  / 120 m2,5 Katlı,2. Kat,4 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,45.000 TL,,Evet,,Uygun,,210
5.900.000 TL,İstanbul - Beylikdüzü - Kavaklı Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/147432-845,147432-845,22-10-2025,Satılık,Daire,Daire,3 + 2,2.0,205 m2  / 195 m2,4 Katlı,3. Kat,4 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Evet,35.000 TL,,Evet,,Uygun,,200
2.500.000 TL,İstanbul - Fatih - Silivrikapı Mah.,https://www.hepsiemlak.com/istanbul-fatih-silivrikapi-satilik/daire/35850-3675,35850-3675,17-10-2025,Satılık,Daire,Bahçe Katı,2 + 1,1.0,90 m2  / 81 m2,5 Katlı,Bahçe Katı,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Doğu, Batı",Hayır,15.000 TL,100 TL,Evet,,Uygun,,350
5.500.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/148484-119,148484-119,19-10-2025,Satılık,Daire,,4 + 1,3.0,130 m2  / 105 m2,3 Katlı,3. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,200
6.950.000 TL,İstanbul - Fatih - Silivrikapı Mah.,https://www.hepsiemlak.com/istanbul-fatih-silivrikapi-satilik/daire/113019-1435,113019-1435,20-10-2025,Satılık,Daire,Çatı Dubleksi,4 + 1,2.0,94 m2  / 84 m2,3 Katlı,3. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Doğu, Batı",Hayır,35.000 TL,150 TL,Evet,,Uygun,,350
14.700.000 TL,İstanbul - Sarıyer - Maden Mah.,https://www.hepsiemlak.com/istanbul-sariyer-maden-satilik/daire/146201-128,146201-128,17-10-2025,Satılık,Daire,,2 + 1,2.0,117 m2  / 75 m2,4 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,750
77.000.000 TL,İstanbul - Beykoz - Baklacı Mah.,https://www.hepsiemlak.com/istanbul-beykoz-baklaci-satilik/villa/40554-888,40554-888,21-10-2025,Satılık,Villa,Tripleks,7 + 1,3.0,270 m2  / 239 m2,1 Katlı,,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,,"Kuzey, Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,700
9.500.000 TL,İstanbul - Şişli - Teşvikiye Mah.,https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-satilik/daire/7374-3876,7374-3876,23-10-2025,Satılık,Daire,Daire,3 + 1,1.0,100 m2  / 85 m2,9 Katlı,Kot 2,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu, Batı",Hayır,55.000 TL,500 TL,Evet,,Uygun,,800
14.500.000 TL,İstanbul - Kadıköy - Bostancı Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/84209-1981,84209-1981,16-10-2025,Satılık,Daire,Daire,3 + 1,1.0,130 m2  / 100 m2,10 Katlı,8. Kat,6 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney",Hayır,75.000 TL,750 TL,Evet,,Uygun,,740
6.450.000 TL,İstanbul - Bakırköy - Yeşilköy Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-satilik/daire/5283-6068,5283-6068,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,95 m2  / 75 m2,4 Katlı,1. Kat,31 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Kiracılı,,Hayır,,,Evet,,Uygun,,300
4.850.000 TL,İstanbul - Üsküdar - Valide-i Atik Mah.,https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-satilik/daire/5956-6317,5956-6317,17-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 85 m2,4 Katlı,3. Kat,42 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Batı",Hayır,25.000 TL,100 TL,Evet,,Uygun,,450
8.750.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/56554-3398,56554-3398,21-10-2025,Satılık,Daire,Daire,3 + 1,1.0,115 m2  / 105 m2,5 Katlı,2. Kat,2 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,,Betonarme,Sıfır,Mülk Sahibi,Güney,,,,,,Uygun,,200
2.550.000 TL,İstanbul - Beylikdüzü - Yakuplu Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-satilik/daire/129202-987,129202-987,21-10-2025,Satılık,Daire,,2 + 1,2.0,125 m2  / 115 m2,5 Katlı,3. Kat,2 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Evet,,100 TL,,,Uygun,,210
6.500.000 TL,İstanbul - Kağıthane - Harmantepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-satilik/daire/34488-5022,34488-5022,21-10-2025,Satılık,Daire,Dubleks,3 + 2,2.0,155 m2  / 145 m2,3 Katlı,En Üst Kat,3 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,Belirtilmemiş,,Hayır,,,Evet,,Uygun,,750
5.200.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/71801-997,71801-997,20-10-2025,Satılık,Daire,Daire,3 + 1,2.0,180 m2  / 165 m2,15 Katlı,14. Kat,15 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Güney,Hayır,,950 TL,Evet,,Uygun,,220
8.500.000 TL,İstanbul - Üsküdar - Güzeltepe Mah.,https://www.hepsiemlak.com/istanbul-uskudar-guzeltepe-satilik/daire/2089-12831,2089-12831,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,88 m2  / 75 m2,4 Katlı,Giriş Katı,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,,Betonarme,,Kiracılı,,,,,,,Uygun,,750
35.000.000 TL,İstanbul - Şişli - Teşvikiye Mah.,https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-satilik/daire/2507-1852,2507-1852,16-10-2025,Satılık,Daire,,5 + 1,3.0,200 m2  / 170 m2,5 Katlı,5. Kat,15 Yaşında,Kombi,,,Kat Mülkiyeti,,,,Kiracılı,"Kuzey, Güney",,,2.000 TL,Evet,Nişantaşı Konakları,Uygun,,800
2.500.000 TL,İstanbul - Fatih - Mevlanakapı Mah.,https://www.hepsiemlak.com/istanbul-fatih-mevlanakapi-satilik/daire/107215-1783,107215-1783,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 75 m2,2 Katlı,2. Kat,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,,,Evet,,Uygun,,210
4.800.000 TL,İstanbul - Kağıthane - Ortabayır Mah.,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-satilik/daire/99234-997,99234-997,20-10-2025,Satılık,Daire,Daire,2 + 1,1.0,120 m2  / 100 m2,5 Katlı,Ara Kat,28 Yaşında,Kombi,Doğalgaz,Uygun değil,Arsa,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Güney,Hayır,22.000 TL,,Evet,,Uygun değil,,700
5.000.000 TL,İstanbul - Fatih - Şehremini Mah.,https://www.hepsiemlak.com/istanbul-fatih-sehremini-satilik/daire/47953-391,47953-391,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 85 m2,4 Katlı,2. Kat,50 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,,Evet,,Uygun,,300
5.590.000 TL,İstanbul - Kağıthane - Çeliktepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-satilik/daire/43996-26576,43996-26576,22-10-2025,Satılık,Daire,Daire,2 + 2,2.0,110 m2  / 105 m2,3 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,50.000 TL,,Evet,,Uygun,,750
6.900.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/6060-43416,6060-43416,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,70 m2  / 60 m2,5 Katlı,2. Kat,6 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,,500 TL,,,Uygun,,700
8.799.000 TL,İstanbul - Kağıthane - Talatpaşa Mah.,https://www.hepsiemlak.com/istanbul-kagithane-talatpasa-satilik/residence/112326-20,112326-20,18-10-2025,Satılık,Residence,Daire,2 + 1,2.0,112 m2  / 76 m2,13 Katlı,4. Kat,Sıfır Bina,Merkezi (Pay Öl...,,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,Yapım Aşamasınd...,Boş,,Hayır,44.500 TL,,Evet,Evet,Uygun,,450
22.750.000 TL,İstanbul - Kadıköy - Suadiye Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/7425-2737,7425-2737,20-10-2025,Satılık,Daire,Daire,3 + 1,,135 m2  / 103 m2,10 Katlı,5. Kat,7 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Kuzey, Güney, Doğu",Hayır,,,Evet,,Uygun,,700
3.000.000 TL,İstanbul - Fatih - Koca Mustafapaşa Mah.,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-satilik/daire/64491-155,64491-155,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 75 m2,5 Katlı,5. Kat,40 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,,Hayır,,,Evet,,Uygun,,200
5.300.000 TL,İstanbul - Maltepe - Feyzullah Mah.,https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-satilik/daire/5734-2389,5734-2389,22-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 80 m2,4 Katlı,Giriş Katı,31 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,,,,Uygun,,680
15.500.000 TL,İstanbul - Beykoz - Ortaçeşme Mah.,https://www.hepsiemlak.com/istanbul-beykoz-ortacesme-satilik/mustakil-ev/153656-172,153656-172,22-10-2025,Satılık,Müstakil Ev,Müstakil Ev,2 + 1,1.0,85 m2  / 80 m2,1 Katlı,,40 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,Güney,Hayır,40.000 TL,,Evet,,Uygun,,700
5.250.000 TL,İstanbul - Ataşehir - İçerenköy Mah.,https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-satilik/daire/13735-9263,13735-9263,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 65 m2,3 Katlı,1. Kat,9 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Güney, Doğu",Hayır,,,Evet,,Uygun,,780
4.940.000 TL,İstanbul - Çekmeköy - Ekşioğlu Mah.,https://www.hepsiemlak.com/istanbul-cekmekoy-eksioglu-satilik/daire/154237-2,154237-2,21-10-2025,Satılık,Daire,Bahçe Katı,2 + 1,1.0,90 m2  / 60 m2,5 Katlı,Bahçe Katı,5 Yaşında,Merkezi (Pay Ölçer),Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,3.75 TL,Evet,Evet,Uygun,,750
