Fiyat,Lokasyon,Link,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt / Net M2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Krediye Uygunlu...,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Cephe,Takas,Kira Getirisi,Aidat,Yetkili Ofis,Site İçerisinde,Krediye Uygunluk,Depozito,Vs30
15.000.000 TL,İstanbul - Beyoğlu - Bülbül Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-bulbul-satilik/bina/0-45363418,0-45363418,05-10-2025,Satılık,Bina,Daire,2 + 1,1.0,49 m2  / 48 m2,5 Katlı,,36 Yaşında,Klima,Elektrik,,Hisseli Tapu,Eşyalı Değil,Kagir,İkinci El,Kiracılı,"Kuzey, Güney, Doğu, Batı",Hayır,16.500 TL,10 TL,,,Uygun,,750
2.600.000 TL,İstanbul - Büyükçekmece - Celaliye Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-celaliye-satilik/daire/136002-16,136002-16,01-10-2025,Satılık,Daire,Daire,1 + 1,1.0,70 m2  / 45 m2,7 Katlı,3. Kat,48 Yaşında,Isıtma Yok,Elektrik,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,1.000 TL,Evet,,Uygun değil,,220
4.700.000 TL,İstanbul - Sultanbeyli - Mimar Sinan Mah.,https://www.hepsiemlak.com/istanbul-sultanbeyli-mimar-sinan-satilik/daire/46302-140,46302-140,23-09-2025,Satılık,Daire,,4 + 1,1.0,140 m2  / 100 m2,6 Katlı,Yüksek Giriş,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Güney, Batı",Hayır,,,,,Uygun,,300
5.850.000 TL,İstanbul - Sultanbeyli - Battalgazi Mah.,https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-satilik/daire/118525-224,118525-224,16-10-2025,Satılık,Daire,,3 + 1,1.0,110 m2  / 95 m2,6 Katlı,5. Kat,2 Yaşında,Kombi,,,Kat İrtifakı,,,,Boş,,Hayır,,,,Evet,Uygun,,350
8.500.000 TL,İstanbul - Ümraniye - Tatlısu Mah.,https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-satilik/daire/14469-718,14469-718,23-10-2025,Satılık,Daire,Daire,3 + 1,1.0,100 m2  / 90 m2,4 Katlı,3. Kat,8 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Doğu",Hayır,40.000 TL,500 TL,Evet,,Uygun,,700
3.000.000 TL,İstanbul - Fatih - Koca Mustafapaşa Mah.,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-satilik/daire/15417-3360,15417-3360,02-09-2025,Satılık,Daire,Daire,2 + 1,1.0,100 m2  / 90 m2,5 Katlı,5. Kat,40 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Doğu, Batı",Hayır,25.000 TL,250 TL,,,Uygun,,200
6.900.000 TL,İstanbul - Bahçelievler - Zafer Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-satilik/daire/81705-11377,81705-11377,24-10-2025,Satılık,Daire,,5 + 1,3.0,230 m2  / 200 m2,4 Katlı,4. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Güney",Hayır,,,,,Uygun,,200
19.600.000 TL,İstanbul - Beylikdüzü - Kavaklı Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/129636-962,129636-962,20-10-2025,Satılık,Daire,,4 + 1,3.0,210 m2  / 167 m2,12 Katlı,6. Kat,Sıfır Bina,Merkezi (Pay Öl...,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,Referans Beylikdüzü,Uygun değil,,200
3.000.000 TL,İstanbul - Fatih - Koca Mustafapaşa Mah.,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-satilik/daire/15417-3360,15417-3360,02-09-2025,Satılık,Daire,Daire,2 + 1,1.0,100 m2  / 90 m2,5 Katlı,5. Kat,40 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Doğu, Batı",Hayır,25.000 TL,250 TL,,,Uygun,,200
6.900.000 TL,İstanbul - Bahçelievler - Zafer Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-satilik/daire/81705-11377,81705-11377,24-10-2025,Satılık,Daire,,5 + 1,3.0,230 m2  / 200 m2,4 Katlı,4. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Güney",Hayır,,,,,Uygun,,200
19.600.000 TL,İstanbul - Beylikdüzü - Kavaklı Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/129636-962,129636-962,20-10-2025,Satılık,Daire,,4 + 1,3.0,210 m2  / 167 m2,12 Katlı,6. Kat,Sıfır Bina,Merkezi (Pay Öl...,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,Referans Beylikdüzü,Uygun değil,,200
3.950.000 TL,İstanbul - Arnavutköy - Karlıbayır Mah.,https://www.hepsiemlak.com/istanbul-arnavutkoy-karlibayir-satilik/daire/158311-62,158311-62,20-10-2025,Satılık,Daire,,2 + 1,1.0,100 m2  / 85 m2,4 Katlı,1. Kat,1 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,250 TL,,,Uygun,,550
6.900.000 TL,İstanbul - Kartal - Esentepe Mah.,https://www.hepsiemlak.com/istanbul-kartal-esentepe-satilik/daire/158114-114,158114-114,20-10-2025,Satılık,Daire,,3 + 1,1.0,115 m2  / 105 m2,6 Katlı,1. Kat,11 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Batı",Hayır,,,,,Uygun,,780
8.750.000 TL,İstanbul - Küçükçekmece - Gültepe Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-satilik/daire/108361-290,108361-290,24-10-2025,Satılık,Daire,,4 + 2,2.0,180 m2  / 160 m2,3 Katlı,3. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,,,,Uygun,,300
13.250.000 TL,İstanbul - Küçükçekmece - Cennet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-satilik/daire/131618-481,131618-481,24-10-2025,Satılık,Daire,,4 + 2,2.0,240 m2  / 220 m2,4 Katlı,4. Kat,2 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,Güney,Hayır,,,,,Uygun,,200
4.000.000 TL,İstanbul - Üsküdar - İcadiye Mah.,https://www.hepsiemlak.com/istanbul-uskudar-icadiye-satilik/daire/159353-71,159353-71,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 70 m2,3 Katlı,1. Kat,40 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu",Hayır,27.000 TL,,Evet,,Uygun,,800
23.090.000 TL,İstanbul - Başakşehir - Bahçeşehir 2. Kısım Mah.,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/villa/18215-9264,18215-9264,20-10-2025,Satılık,Villa,,5 + 2,4.0,360 m2  / 330 m2,4 Katlı,Bahçe Katı,21 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,,,Evet,Uygun,,350
4.700.000 TL,İstanbul - Şişli - Feriköy Mah.,https://www.hepsiemlak.com/istanbul-sisli-ferikoy-satilik/daire/144355-550,144355-550,23-10-2025,Satılık,Daire,,2 + 1,1.0,85 m2  / 75 m2,5 Katlı,2. Kat,31 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu, Batı",Hayır,,250 TL,,,Uygun,,800
28.500.000 TL,İstanbul - Kadıköy - Göztepe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/37431-2111,37431-2111,01-10-2025,Satılık,Daire,,3 + 1,2.0,135 m2  / 115 m2,7 Katlı,7. Kat,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,800
1.270.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-mehmet-akif-satilik/daire/87701-3583,87701-3583,24-10-2025,Satılık,Daire,,1 + 1,1.0,70 m2  / 65 m2,7 Katlı,Yüksek Giriş,21 Yaşında,Kombi,,,Arsa,Eşyalı Değil,,,Boş,Kuzey,Hayır,,,,,Uygun değil,,350
4.150.000 TL,İstanbul - Fatih - Seyyid Ömer Mah.,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-satilik/daire/141419-98,141419-98,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 75 m2,4 Katlı,Yüksek Giriş,40 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,30.000 TL,,Evet,,Uygun,,300
4.000.000 TL,İstanbul - Sancaktepe - Fatih Mah.,https://www.hepsiemlak.com/istanbul-sancaktepe-fatih-satilik/daire/73540-11577,73540-11577,04-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,4 Katlı,2. Kat,9 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,30.000 TL,,Evet,,Uygun,,350
5.250.000 TL,İstanbul - Bakırköy - Zeytinlik Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-zeytinlik-satilik/daire/85708-3727,85708-3727,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,98 m2  / 90 m2,4 Katlı,Yüksek Giriş,39 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Güney,Hayır,,,Evet,,Uygun,,250
18.000.000 TL,İstanbul - Beyoğlu - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-satilik/daire/27056-11764,27056-11764,18-10-2025,Satılık,Daire,Çatı Dubleksi,2 + 1,1.0,130 m2  / 110 m2,3 Katlı,3. Kat,20 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,,,,,Uygun,,700
7.000.000 TL,İstanbul - Beşiktaş - Nisbetiye Mah.,https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-satilik/daire/1094-5017,1094-5017,04-10-2025,Satılık,Daire,Bahçe Katı,2 + 1,1.0,70 m2  / 60 m2,8 Katlı,Kot 3,45 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,,Hayır,,,Evet,,Uygun,,850
27.000.000 TL,İstanbul - Fatih - Ali Kuşçu Mah.,https://www.hepsiemlak.com/istanbul-fatih-ali-kuscu-satilik/bina/120997-281,120997-281,22-10-2025,Satılık,Bina,Müstakil Ev,8 + 1,8.0,310 m2  / 300 m2,5 Katlı,,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Ahşap,İkinci El,Boş,,,,,Evet,,Uygun,,200
20.950.000 TL,İstanbul - Sarıyer - Poligon Mah.,https://www.hepsiemlak.com/istanbul-sariyer-poligon-satilik/daire/29795-4907,29795-4907,28-08-2025,Satılık,Daire,Daire,3 + 1,2.0,180 m2  / 152 m2,3 Katlı,4. Kat,17 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Doğu",Hayır,120.000 TL,,Evet,,Uygun,,750
5.500.000 TL,İstanbul - Beşiktaş - Vişnezade Mah.,https://www.hepsiemlak.com/istanbul-besiktas-visnezade-satilik/daire/47521-2383,47521-2383,15-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 70 m2,5 Katlı,Giriş Katı,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,,"Kuzey, Güney, Doğu, Batı",Hayır,,,,,Uygun,,350
22.450.000 TL,İstanbul - Kadıköy - Suadiye Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/5702-12095,5702-12095,16-10-2025,Satılık,Daire,Daire,3 + 1,2.0,125 m2  / 92 m2,14 Katlı,9. Kat,Sıfır Bina,Merkezi (Pay Öl...,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu",Hayır,,,Evet,,Uygun,,700
16.450.000 TL,İstanbul - Kadıköy - Göztepe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/2312-25507,2312-25507,16-10-2025,Satılık,Daire,Daire,3 + 1,2.0,155 m2  / 135 m2,9 Katlı,6. Kat,36 Yaşında,Merkezi (Pay Öl...,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Doğu, Batı",Hayır,,,,,Uygun,,800
5.250.000 TL,İstanbul - Avcılar - Denizköşkler Mah.,https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-satilik/daire/71777-1625,71777-1625,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 74 m2,6 Katlı,1. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Batı",Hayır,,,Evet,,Uygun,,220
35.000.000 TL,İstanbul - Küçükçekmece - Cennet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-satilik/daire/31316-9762,31316-9762,27-09-2025,Satılık,Daire,Dubleks,6 + 2,5.0,550 m2  / 500 m2,5 Katlı,5. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,100.000 TL,,Evet,,Uygun,,200
8.750.000 TL,İstanbul - Bahçelievler - Bahçelievler Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-satilik/daire/91887-4283,91887-4283,08-10-2025,Satılık,Daire,Bahçe Katı,2 + 1,1.0,100 m2  / 90 m2,4 Katlı,Giriş Katı,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,35.000 TL,,Evet,,Uygun,,200
2.595.000 TL,İstanbul - Bayrampaşa - Kartaltepe Mah.,https://www.hepsiemlak.com/istanbul-bayrampasa-kartaltepe-satilik/daire/54973-1255,54973-1255,02-10-2025,Satılık,Daire,Daire,2 + 1,1.0,65 m2  / 60 m2,4 Katlı,Ara Kat,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,,Hayır,18.000 TL,,Evet,,Uygun,,280
9.500.000 TL,İstanbul - Adalar - Burgazada Mah.,https://www.hepsiemlak.com/istanbul-adalar-burgazada-satilik/daire/42477-528,42477-528,25-09-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 75 m2,3 Katlı,Yüksek Giriş,30 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Kuzey, Doğu",Hayır,40.000 TL,,Evet,,Uygun,,600
11.500.000 TL,İstanbul - Kağıthane - Ortabayır Mah.,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-satilik/daire/39781-5162,39781-5162,17-10-2025,Satılık,Daire,Dubleks,2 + 1,2.0,90 m2  / 75 m2,4 Katlı,4. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,Hayır,,200 TL,Evet,,Uygun,,700
17.000.000 TL,İstanbul - Ataşehir - Atatürk Mah.,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-satilik/daire/116955-5371,116955-5371,25-10-2025,Satılık,Daire,Daire,3 + 1,2.0,190 m2  / 128 m2,5 Katlı,2. Kat,28 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Doğu, Batı",Hayır,80.000 TL,6.000 TL,Evet,,Uygun,,700
37.000.000 TL,İstanbul - Kağıthane - Emniyet Evleri Mah.,https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-satilik/residence/110129-698,110129-698,23-10-2025,Satılık,Residence,,2 + 1,3.0,260 m2  / 220 m2,30 Katlı,21 ve üzeri,1 Yaşında,Merkezi (Pay Öl...,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Batı",Hayır,,,,Sapphire Residence,Uygun,,750
4.300.000 TL,İstanbul - Şişli - Gülbahar Mah.,https://www.hepsiemlak.com/istanbul-sisli-gulbahar-satilik/daire/2308-2575,2308-2575,07-10-2025,Satılık,Daire,,3 + 1,1.0,130 m2  / 120 m2,5 Katlı,4. Kat,21 Yaşında,Kombi,,,Hisseli Tapu,Eşyalı Değil,,,Mülk Sahibi,,Hayır,,,,,Uygun,,800
20.300.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/110843-1089,110843-1089,09-09-2025,Satılık,Daire,,2 + 1,2.0,82 m2  / 66 m2,12 Katlı,2. Kat,3 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Güney, Doğu",Hayır,,1 TL,,Evet,Uygun,,700
3.300.000 TL,İstanbul - Şişli - Mecidiyeköy Mah.,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-satilik/daire/6019-2583,6019-2583,11-09-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 80 m2,11 Katlı,Ara Kat,15 Yaşında,Kombi,Doğalgaz,,Arsa,,Betonarme,İkinci El,Boş,"Güney, Batı",Hayır,27.000 TL,,Evet,,Uygun değil,,800
1.750.000 TL,İstanbul - Esenyurt - Yeşilkent Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/132292-1292,132292-1292,25-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 80 m2,4 Katlı,2. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,Güney,Evet,,,,,Uygun,,200
5.250.000 TL,İstanbul - Kağıthane - Çeliktepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-satilik/daire/157992-30,157992-30,02-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 80 m2,5 Katlı,Kot 1,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,,Hayır,,,,,Uygun,,750
5.495.000 TL,İstanbul - Sultanbeyli - Hamidiye Mah.,https://www.hepsiemlak.com/istanbul-sultanbeyli-hamidiye-satilik/daire/162096-41,162096-41,18-09-2025,Satılık,Daire,Daire,3 + 1,2.0,110 m2  / 100 m2,6 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Evet,30.000 TL,,,,Uygun,,350
5.850.000 TL,İstanbul - Ümraniye - Elmalıkent Mah.,https://www.hepsiemlak.com/istanbul-umraniye-elmalikent-satilik/daire/161477-5,161477-5,27-09-2025,Satılık,Daire,,3 + 1,1.0,130 m2  / 115 m2,8 Katlı,2. Kat,16 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Kiracılı,Güney,Hayır,,200 TL,,Şaşmaz Sitesi,Uygun,,800
21.750.000 TL,İstanbul - Sarıyer - Maslak Mah.,https://www.hepsiemlak.com/istanbul-sariyer-maslak-satilik/residence/150061-32,150061-32,23-09-2025,Satılık,Residence,,2 + 1,2.0,114 m2  / 88 m2,30 Katlı,21 ve üzeri,5 Yaşında,Merkezi (Pay Öl...,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Batı",Hayır,,,,42 Maslak,Uygun,,800
3.700.000 TL,İstanbul - Avcılar - Ambarlı Mah.,https://www.hepsiemlak.com/istanbul-avcilar-ambarli-satilik/daire/6680-23764,6680-23764,22-10-2025,Satılık,Daire,Daire,3 + 1,1.0,130 m2  / 120 m2,5 Katlı,Ara Kat,25 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,25.000 TL,200 TL,Evet,,Uygun,,200
5.500.000 TL,İstanbul - Fatih - Hırka-i Şerif Mah.,https://www.hepsiemlak.com/istanbul-fatih-hirka-i-serif-satilik/daire/108051-2514,108051-2514,22-10-2025,Satılık,Daire,,2 + 1,2.0,90 m2  / 80 m2,2 Katlı,1. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,,,,Boş,"Doğu, Batı",Hayır,,,,,Uygun,,300
3.650.000 TL,İstanbul - Eyüpsultan - Akşemsettin Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-aksemsettin-satilik/daire/126578-388,126578-388,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,83 m2  / 70 m2,3 Katlı,Kot 2,9 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu",Hayır,22.000 TL,,Evet,,Uygun,,800
4.200.000 TL,İstanbul - Ümraniye - Yukarı Dudullu Mah.,https://www.hepsiemlak.com/istanbul-umraniye-yukari-dudullu-satilik/daire/118740-1716,118740-1716,04-10-2025,Satılık,Daire,,2 + 1,1.0,110 m2  / 75 m2,3 Katlı,1. Kat,21 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Mülk Sahibi,"Güney, Doğu",Hayır,,,,,Uygun,,750
15.000.000 TL,İstanbul - Kadıköy - Caferağa Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-caferaga-satilik/daire/2783-2352,2783-2352,13-10-2025,Satılık,Daire,,3 + 1,2.0,140 m2  / 130 m2,5 Katlı,1. Kat,31 Yaşında,Merkezi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,Güney,Hayır,,500 TL,,,Uygun,,750
5.700.000 TL,İstanbul - Arnavutköy - Boğazköy İstiklal Mah.,https://www.hepsiemlak.com/istanbul-arnavutkoy-bogazkoy-istiklal-satilik/daire/123163-2791,123163-2791,17-10-2025,Satılık,Daire,,4 + 2,1.0,145 m2  / 125 m2,3 Katlı,Çatı Katı,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Doğu",Evet,,,,,Uygun,,550
3.150.000 TL,İstanbul - Şişli - Kuştepe Mah.,https://www.hepsiemlak.com/istanbul-sisli-kustepe-satilik/daire/42771-6467,42771-6467,08-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 70 m2,7 Katlı,Yüksek Giriş,22 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,Doğu,Hayır,20.000 TL,250 TL,Evet,,Uygun,,800
1.600.000 TL,İstanbul - Fatih - Mevlanakapı Mah.,https://www.hepsiemlak.com/istanbul-fatih-mevlanakapi-satilik/daire/73310-598,73310-598,09-10-2025,Satılık,Daire,Bahçe Katı,1 + 1,1.0,70 m2  / 55 m2,3 Katlı,Yarı Bodrum,40 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Doğu, Batı",Hayır,,,,,Uygun,,210
17.750.000 TL,İstanbul - Kadıköy - Bostancı Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/105196-342,105196-342,07-10-2025,Satılık,Daire,,2 + 1,2.0,105 m2  / 80 m2,14 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun,,740
15.750.000 TL,İstanbul - Tuzla - Yayla Mah.,https://www.hepsiemlak.com/istanbul-tuzla-yayla-satilik/daire/6738-20412,6738-20412,01-10-2025,Satılık,Daire,,5 + 2,2.0,264 m2  / 220 m2,5 Katlı,5. Kat,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,,Hayır,,2.5 TL,,Evet,Uygun,,650
6.750.000 TL,İstanbul - Fatih - Binbirdirek Mah.,https://www.hepsiemlak.com/istanbul-fatih-binbirdirek-satilik/daire/23507-5367,23507-5367,15-09-2025,Satılık,Daire,,2 + 1,1.0,80 m2  / 70 m2,4 Katlı,1. Kat,31 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Batı",Hayır,,,,,Uygun,,300
13.000.000 TL,İstanbul - Beşiktaş - Dikilitaş Mah.,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-satilik/daire/93041-846,93041-846,11-09-2025,Satılık,Daire,Daire,3 + 1,1.0,135 m2  / 122 m2,13 Katlı,11. Kat,26 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Güney, Doğu, Batı",Hayır,75.000 TL,2.000 TL,,Fulya Sitesi,Uygun,,880
14.600.000 TL,İstanbul - Maltepe - Yalı Mah.,https://www.hepsiemlak.com/istanbul-maltepe-yali-satilik/daire/8030-4414,8030-4414,06-09-2025,Satılık,Daire,Daire,3 + 1,1.0,125 m2  / 115 m2,5 Katlı,4. Kat,6 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,,,Evet,,Uygun,,750
8.500.000 TL,İstanbul - Bahçelievler - Soğanlı Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-satilik/daire/111551-1976,111551-1976,08-10-2025,Satılık,Daire,Daire,3 + 0,2.0,140 m2  / 125 m2,5 Katlı,4. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,50.000 TL,,Evet,,Uygun,,200
3.250.000 TL,İstanbul - Beyoğlu - Küçük Piyale Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-kucuk-piyale-satilik/daire/91167-1313,91167-1313,18-10-2025,Satılık,Daire,,2 + 1,1.0,80 m2  / 75 m2,3 Katlı,3. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu",Hayır,,200 TL,,,Uygun,,760
2.900.000 TL,İstanbul - Esenyurt - Güzelyurt Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-satilik/daire/129202-820,129202-820,23-10-2025,Satılık,Daire,Daire,3 + 1,2.0,140 m2  / 130 m2,4 Katlı,Ara Kat,5 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Evet,,,Evet,,Uygun,,200
